1|0.3200862025164652
1|1.8566881649354987
1|1.501625962509147
1|1.577483457617985
1|-1.522906287102905
1|0.007418843806948269
2|1.7888538143475041
1|0.1630504873336002
1|2.8158914668006525
2|0.7086046280441752
1|-0.617692771749813
2|2.2178881420983387
2|1.7732426987819834
2|0.43888834089890916
3|1.6094502537713307
2|1.4910796733156289
3|2.801647651890442
3|2.6590746349979986
1|2.247603099071758
3|1.423509125053202
4|1.8314707326673836
4|2.289678946213257
3|2.5200011366996677
4|7.273718196737201
4|3.8483234191058946
2|3.335395980291472
5|2.2102798577020417
3|1.7043003930830944
5|6.944284510773478
5|9.002588166782202
2|4.5081668342800985
4|3.4462376772571823
2|2.4195297332960064
3|3.583988460044699
2|3.626574128736907
6|9.352758643800774
5|7.257041961677974
6|3.1019158482068154
